,learn_par_d,diff_par_b,num_sess,num_days,num_probs,num_atts,num_hints,frac_corr_atts,frac_3s_atts,frac_1s_hints,time_atts,time_hints,probl_views,atts_at_step,avg_time_att,avg_time_hint
11,-0.10489340001018785,0.6225740016278511,11.0,2.0,11.0,48.0,16.0,0.2916666666666667,0.0,0.125,2815.0,333.0,1.0,5.090909090909091,58.645833333333336,20.8125
12,-0.5372830153732625,0.21800725933431983,452.0,20.0,306.0,771.0,13.0,0.7600518806744487,0.0311284046692607,0.0,40652.0,726.0,1.5359477124183007,1.3202614379084967,52.72632944228275,55.84615384615385
13,0.012345374576973973,0.3525090498687319,402.0,23.0,225.0,1150.0,193.0,0.648695652173913,0.029565217391304348,0.21243523316062177,39813.0,3743.0,1.8488888888888888,2.1333333333333333,34.62,19.39378238341969
14,-0.40401011794758745,0.27407081905268466,27.0,1.0,27.0,38.0,6.0,0.6842105263157895,0.0,0.0,883.0,53.0,1.0,1.5925925925925926,23.236842105263158,8.833333333333334
15,0.21225469706913958,0.553194936710718,73.0,9.0,55.0,198.0,62.0,0.494949494949495,0.05555555555555555,0.11290322580645161,12545.0,4352.0,1.3454545454545455,2.581818181818182,63.35858585858586,70.19354838709677
16,-0.30499614964849475,0.3249519931382956,44.0,3.0,44.0,106.0,24.0,0.6132075471698113,0.0,0.041666666666666664,4923.0,749.0,1.0227272727272727,1.9772727272727273,46.443396226415096,31.208333333333332
17,0.18678408285460246,0.3685371165612372,6.0,1.0,6.0,20.0,3.0,0.65,0.0,0.3333333333333333,952.0,146.0,1.0,2.0,47.6,48.666666666666664
18,0.6091593970104767,0.5491354708286348,50.0,3.0,49.0,121.0,60.0,0.5619834710743802,0.0743801652892562,0.5,3151.0,782.0,1.0816326530612246,2.510204081632653,26.041322314049587,13.033333333333333
19,-0.21622873702314124,0.377408770206643,112.0,11.0,102.0,312.0,112.0,0.5705128205128205,0.022435897435897436,0.08928571428571429,8420.0,4303.0,1.088235294117647,2.504950495049505,26.987179487179485,38.419642857142854
20,-0.1434719148307847,0.3284368727561949,7.0,1.0,7.0,13.0,23.0,0.6153846153846154,0.07692307692307693,0.5217391304347826,482.0,228.0,1.0,4.0,37.07692307692308,9.91304347826087
21,-0.5082730887070903,0.23002238442186446,29.0,3.0,28.0,49.0,4.0,0.7346938775510204,0.04081632653061224,0.0,2182.0,263.0,1.0357142857142858,1.4642857142857142,44.53061224489796,65.75
22,0.06891473151247761,0.6471211834951087,68.0,10.0,64.0,257.0,91.0,0.3852140077821012,0.01556420233463035,0.34065934065934067,11284.0,2327.0,1.0625,3.65625,43.90661478599222,25.571428571428573
23,7.7860863152347335,0.1428571371079968,6.0,1.0,6.0,8.0,4.0,0.875,0.0,0.0,901.0,74.0,1.1666666666666667,1.6666666666666667,112.625,18.5
24,0.29010168585235424,0.43661710202709514,85.0,13.0,76.0,233.0,86.0,0.6008583690987125,0.055793991416309016,0.5,12607.0,1597.0,1.1973684210526316,2.2432432432432434,54.107296137339056,18.569767441860463
25,0.43867264410179757,0.5896631226662854,18.0,3.0,18.0,71.0,32.0,0.5070422535211268,0.0,0.09375,2910.0,1492.0,1.0555555555555556,3.1666666666666665,40.985915492957744,46.625
26,0.10819537633190611,0.3692981840194868,150.0,8.0,143.0,286.0,83.0,0.6433566433566433,0.06643356643356643,0.6024096385542169,11627.0,1468.0,1.048951048951049,1.937062937062937,40.65384615384615,17.686746987951807
27,-0.33327602649203214,0.390525730359315,55.0,6.0,48.0,208.0,11.0,0.5480769230769231,0.014423076923076924,0.09090909090909091,9433.0,362.0,1.25,2.3333333333333335,45.35096153846154,32.90909090909091
28,-0.5468104156085407,0.2660588310528745,180.0,9.0,170.0,328.0,4.0,0.6829268292682927,0.003048780487804878,0.25,17694.0,21.0,1.0647058823529412,1.3764705882352941,53.94512195121951,5.25
29,-0.20018903899244803,0.3987861305298801,8.0,2.0,8.0,30.0,2.0,0.5666666666666667,0.1,0.5,1038.0,8.0,1.0,2.25,34.6,4.0
30,-0.5089511882554851,0.24082416358077818,95.0,11.0,91.0,184.0,17.0,0.7228260869565217,0.016304347826086956,0.11764705882352941,14066.0,429.0,1.065934065934066,1.4175824175824177,76.44565217391305,25.235294117647058
31,0.024472876610007202,0.3803138704380314,121.0,5.0,107.0,331.0,41.0,0.622356495468278,0.1299093655589124,0.6341463414634146,7172.0,165.0,1.1869158878504673,1.8317757009345794,21.667673716012086,4.024390243902439
32,-0.05103604605324454,0.2936725970930252,110.0,5.0,80.0,219.0,24.0,0.7031963470319634,0.0136986301369863,0.20833333333333334,10554.0,815.0,1.3875,1.5,48.19178082191781,33.958333333333336
33,0.16931982355019556,0.46130854770684665,9.0,1.0,9.0,27.0,0.0,0.5555555555555556,0.1111111111111111,0.0,768.0,0.0,1.0,1.6666666666666667,28.444444444444443,0.0
34,0.14512695494029768,0.532309543973299,21.0,4.0,19.0,39.0,7.0,0.48717948717948717,0.05128205128205128,0.0,1766.0,158.0,1.2105263157894737,1.5789473684210527,45.282051282051285,22.571428571428573
35,0.1569564573239106,0.6524961719600856,4.0,1.0,4.0,15.0,6.0,0.4,0.0,0.0,1185.0,315.0,1.0,3.5,79.0,52.5
36,19.260521146010003,0.42857144966854804,3.0,1.0,3.0,12.0,11.0,0.75,0.0,0.0,585.0,377.0,1.0,3.3333333333333335,48.75,34.27272727272727
37,0.0347927857729774,0.5066142026599635,158.0,13.0,97.0,584.0,231.0,0.5034246575342466,0.04280821917808219,0.3246753246753247,23829.0,5068.0,1.6185567010309279,3.350515463917526,40.803082191780824,21.939393939393938
38,-1.154215873284993,0.08484446555613251,212.0,6.0,144.0,272.0,3.0,0.9080882352941176,0.014705882352941176,0.0,9049.0,102.0,1.5138888888888888,1.0833333333333333,33.268382352941174,34.0
39,0.9349849446374471,0.7269157225619404,10.0,2.0,9.0,37.0,11.0,0.4594594594594595,0.02702702702702703,0.5454545454545454,1922.0,95.0,1.2222222222222223,2.7777777777777777,51.945945945945944,8.636363636363637
40,-0.3344501349947964,0.3620865831800563,168.0,9.0,151.0,409.0,29.0,0.5794621026894865,0.009779951100244499,0.20689655172413793,19996.0,965.0,1.1390728476821192,1.781456953642384,48.88997555012225,33.275862068965516
41,0.013935639339456327,0.4202213362412863,94.0,8.0,86.0,263.0,27.0,0.5817490494296578,0.06844106463878327,0.14814814814814814,8918.0,1306.0,1.0930232558139534,1.930232558139535,33.90874524714829,48.370370370370374
42,-0.32089508384514787,0.21945304548477304,147.0,5.0,130.0,250.0,8.0,0.772,0.012,0.0,10487.0,586.0,1.1538461538461537,1.1923076923076923,41.948,73.25
43,0.44222842926150335,0.5792143392717549,17.0,1.0,17.0,61.0,15.0,0.5081967213114754,0.03278688524590164,0.06666666666666667,1817.0,197.0,1.0,2.588235294117647,29.78688524590164,13.133333333333333
44,-0.36170736942842774,0.28222091088746715,169.0,12.0,130.0,353.0,45.0,0.6855524079320113,0.019830028328611898,0.15555555555555556,22949.0,1833.0,1.3615384615384616,1.6692307692307693,65.01133144475921,40.733333333333334
45,0.29577252722018127,0.4661973786340044,10.0,1.0,10.0,25.0,4.0,0.56,0.0,0.25,1073.0,28.0,1.0,1.8,42.92,7.0
46,0.35747587646006906,0.7169873482379154,25.0,4.0,23.0,111.0,28.0,0.38738738738738737,0.009009009009009009,0.10714285714285714,4877.0,515.0,1.0869565217391304,2.869565217391304,43.93693693693694,18.392857142857142
47,0.5,0.10000585851512146,11.0,2.0,11.0,10.0,3.0,0.9,0.0,0.0,1048.0,143.0,1.0,1.0909090909090908,104.8,47.666666666666664
48,-0.10252398112452005,0.25721407142601843,307.0,14.0,249.0,513.0,112.0,0.7348927875243665,0.011695906432748537,0.4017857142857143,19237.0,1551.0,1.2570281124497993,1.5823293172690762,37.499025341130604,13.848214285714286
49,0.07602132868605099,0.4167603348370411,188.0,16.0,185.0,452.0,77.0,0.5796460176991151,0.0,0.0,20295.0,2799.0,1.1189189189189188,1.9887640449438202,44.900442477876105,36.35064935064935
50,0.19037802042164642,0.6220324872035935,193.0,12.0,129.0,930.0,558.0,0.45483870967741935,0.23118279569892472,0.5591397849462365,18795.0,4950.0,1.5348837209302326,4.410852713178294,20.20967741935484,8.870967741935484
51,0.6099373408327877,0.4504857151967976,271.0,14.0,245.0,641.0,490.0,0.6521060842433697,0.0967238689547582,0.5755102040816327,13524.0,6069.0,1.1510204081632653,2.951020408163265,21.098283931357255,12.385714285714286
52,0.2095445996106323,0.4892835163586391,108.0,10.0,85.0,324.0,110.0,0.5493827160493827,0.05555555555555555,0.45454545454545453,15950.0,1470.0,1.3294117647058823,2.9411764705882355,49.22839506172839,13.363636363636363
53,0.6403215486991496,0.5038293797577862,194.0,11.0,128.0,576.0,474.0,0.6163194444444444,0.08333333333333333,0.5316455696202531,15087.0,3922.0,1.578125,3.046875,26.192708333333332,8.274261603375528
54,0.1437225093441913,0.45104380357471247,58.0,3.0,57.0,173.0,43.0,0.5722543352601156,0.08670520231213873,0.5116279069767442,5641.0,615.0,1.0350877192982457,2.263157894736842,32.60693641618497,14.30232558139535
55,0.8481304648384009,0.5999968259328929,6.0,2.0,4.0,13.0,0.0,0.46153846153846156,0.0,0.0,1935.0,0.0,1.75,1.5,148.84615384615384,0.0
56,-0.015555185268148267,0.5988677461364986,18.0,3.0,17.0,58.0,4.0,0.39655172413793105,0.017241379310344827,0.0,4177.0,256.0,1.0,2.411764705882353,72.01724137931035,64.0
57,-0.22819944391477034,0.3273390507765447,153.0,16.0,140.0,336.0,59.0,0.6428571428571429,0.011904761904761904,0.06779661016949153,20584.0,3376.0,1.1428571428571428,1.7571428571428571,61.26190476190476,57.220338983050844
58,-0.10148924268831194,0.3693372498187971,124.0,9.0,122.0,320.0,30.0,0.61875,0.015625,0.06666666666666667,14286.0,1111.0,1.040983606557377,1.8114754098360655,44.64375,37.03333333333333
59,0.5,0.0010000000000000009,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,494.0,1.0,1.0,28.0,494.0
60,0.2574020424483131,0.5574037764842669,35.0,4.0,34.0,97.0,46.0,0.5051546391752577,0.041237113402061855,0.15217391304347827,5556.0,1966.0,1.0588235294117647,2.323529411764706,57.27835051546392,42.73913043478261
61,1.2411103322737096,0.9008102428154613,6.0,1.0,6.0,14.0,0.0,0.42857142857142855,0.35714285714285715,0.0,166.0,0.0,1.0,2.3333333333333335,11.857142857142858,0.0
62,-0.7039460527787308,0.14729828676031376,88.0,9.0,87.0,114.0,4.0,0.8333333333333334,0.02631578947368421,0.0,10518.0,177.0,1.103448275862069,1.1839080459770115,92.26315789473684,44.25
63,0.5574342866209262,0.699986622887461,3.0,1.0,3.0,16.0,5.0,0.4375,0.0,0.2,1062.0,125.0,1.0,4.333333333333333,66.375,25.0
64,0.20877896766302512,0.5806054802106769,34.0,4.0,33.0,69.0,52.0,0.5072463768115942,0.014492753623188406,0.09615384615384616,5042.0,1818.0,1.0606060606060606,3.393939393939394,73.07246376811594,34.96153846153846
65,0.6460701845815446,0.7851723760033749,31.0,2.0,30.0,101.0,34.0,0.4158415841584158,0.1188118811881188,0.5294117647058824,1695.0,694.0,1.1,2.7666666666666666,16.782178217821784,20.41176470588235
66,-0.03248617078870535,0.5264226855582004,20.0,2.0,19.0,45.0,7.0,0.4666666666666667,0.044444444444444446,0.14285714285714285,3247.0,605.0,1.0,2.0526315789473686,72.15555555555555,86.42857142857143
67,17.432313421794223,0.07690423156191153,13.0,1.0,13.0,14.0,2.0,0.9285714285714286,0.0,0.0,1031.0,196.0,1.0,1.0769230769230769,73.64285714285714,98.0
68,0.605053743326789,0.3969313006057107,15.0,3.0,14.0,81.0,43.0,0.6666666666666666,0.0,0.2558139534883721,3446.0,985.0,1.1428571428571428,3.142857142857143,42.54320987654321,22.906976744186046
69,-0.2132270999765816,0.44638215496785333,17.0,4.0,16.0,40.0,7.0,0.475,0.05,0.0,1759.0,130.0,1.0625,2.625,43.975,18.571428571428573
70,0.5,0.001000000009672375,20.0,1.0,19.0,20.0,0.0,1.0,0.0,0.0,173.0,0.0,1.0526315789473684,1.0,8.65,0.0
71,0.5,0.0010000000000000009,6.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,799.0,0.0,1.0,1.0,133.16666666666666,0.0
72,0.7787148784632771,0.5650410044604192,218.0,23.0,130.0,759.0,637.0,0.6047430830039525,0.0922266139657444,0.3704866562009419,26590.0,9520.0,1.8307692307692307,3.6846153846153844,35.032938076416336,14.945054945054945
73,-0.9888008365979578,0.1727663075613775,52.0,5.0,48.0,101.0,2.0,0.7920792079207921,0.0,0.0,6733.0,78.0,1.125,1.2083333333333333,66.66336633663366,39.0
74,0.4292032176007033,0.430755193030839,72.0,5.0,58.0,200.0,51.0,0.615,0.03,0.5098039215686274,6651.0,655.0,1.293103448275862,2.1206896551724137,33.255,12.843137254901961
75,0.584053340169078,0.6403134144412644,232.0,10.0,125.0,1058.0,679.0,0.5245746691871456,0.3279773156899811,0.7025036818851251,12334.0,4454.0,1.864,4.168,11.657844990548204,6.559646539027982
76,-0.03621037101269531,0.6698972119911033,33.0,4.0,31.0,168.0,28.0,0.30952380952380953,0.07142857142857142,0.10714285714285714,8392.0,1005.0,1.096774193548387,4.096774193548387,49.95238095238095,35.892857142857146
77,-0.23782425218545622,0.35218590184417986,151.0,14.0,134.0,337.0,34.0,0.6172106824925816,0.011869436201780416,0.14705882352941177,13536.0,1679.0,1.164179104477612,1.6917293233082706,40.166172106824924,49.38235294117647
78,-0.016064691830345573,0.45298127661881077,136.0,12.0,123.0,434.0,109.0,0.543778801843318,0.027649769585253458,0.01834862385321101,24977.0,5824.0,1.0975609756097562,2.2764227642276422,57.55069124423963,53.43119266055046
79,7.008191895534667,0.3333332512810241,3.0,2.0,3.0,4.0,5.0,0.75,0.0,0.2,42.0,49.0,1.3333333333333333,3.0,10.5,9.8
80,0.19870514953134302,0.5858134922591198,128.0,17.0,113.0,355.0,89.0,0.4704225352112676,0.059154929577464786,0.21348314606741572,14621.0,3605.0,1.1504424778761062,2.495575221238938,41.18591549295775,40.50561797752809
81,0.10772431042301231,0.5786553231334801,2.0,1.0,2.0,9.0,5.0,0.4444444444444444,0.1111111111111111,0.0,364.0,73.0,1.0,4.5,40.44444444444444,14.6
82,0.6855594972993841,0.7707051706635663,33.0,3.0,29.0,142.0,158.0,0.5211267605633803,0.04929577464788732,0.5189873417721519,2883.0,1194.0,1.103448275862069,4.758620689655173,20.302816901408452,7.556962025316456
83,-0.3322039988900153,0.31324110075430006,14.0,2.0,14.0,27.0,5.0,0.6296296296296297,0.07407407407407407,0.2,1325.0,169.0,1.0,1.9285714285714286,49.074074074074076,33.8
84,0.7685228111713949,0.39882734653991336,8.0,2.0,7.0,30.0,21.0,0.7,0.0,0.047619047619047616,2403.0,1182.0,1.2857142857142858,3.142857142857143,80.1,56.285714285714285
85,-0.2584212120972105,0.2594482267199861,239.0,15.0,134.0,478.0,104.0,0.7175732217573222,0.0,0.057692307692307696,31691.0,3814.0,1.8656716417910448,1.8507462686567164,66.29916317991632,36.67307692307692
86,-0.04107782549084044,0.5920081464424292,5.0,2.0,4.0,23.0,11.0,0.391304347826087,0.0,0.2727272727272727,2060.0,155.0,1.5,3.75,89.56521739130434,14.090909090909092
87,-0.22620833102748655,0.421844798828473,105.0,7.0,82.0,300.0,100.0,0.49666666666666665,0.08,0.54,10412.0,2004.0,1.3780487804878048,2.7195121951219514,34.70666666666666,20.04
88,0.1649892598049174,0.4382911194940139,19.0,2.0,19.0,40.0,29.0,0.6,0.05,0.3103448275862069,3357.0,1081.0,1.0,2.8421052631578947,83.925,37.275862068965516
89,-0.8403463227876042,0.21455219189355332,11.0,1.0,10.0,18.0,3.0,0.7222222222222222,0.1111111111111111,0.0,1154.0,65.0,1.0,1.6,64.11111111111111,21.666666666666668
90,21.48452250004011,0.23913240386691437,37.0,2.0,37.0,53.0,10.0,0.7924528301886793,0.0,0.0,3913.0,223.0,1.0,1.3513513513513513,73.83018867924528,22.3
91,0.3281167005490782,0.7103317871182167,63.0,6.0,54.0,251.0,145.0,0.41832669322709165,0.13147410358565736,0.6,6719.0,956.0,1.1666666666666667,3.7962962962962963,26.768924302788843,6.593103448275862
92,0.13829023134072477,0.4435817206734994,10.0,1.0,10.0,24.0,8.0,0.5833333333333334,0.0,0.125,1242.0,131.0,1.0,2.5,51.75,16.375
93,1.8510013786316641,1.04195970063384,14.0,1.0,14.0,15.0,47.0,0.8666666666666667,0.0,0.2127659574468085,258.0,365.0,1.0,4.428571428571429,17.2,7.76595744680851
94,0.05521484697525539,0.7450943081639577,12.0,2.0,11.0,41.0,24.0,0.2926829268292683,0.0,0.041666666666666664,2307.0,624.0,1.1818181818181819,4.7272727272727275,56.26829268292683,26.0
95,0.2134136361752135,0.7854097362298522,3.0,1.0,3.0,10.0,1.0,0.3,0.4,0.0,541.0,599.0,1.0,2.6666666666666665,54.1,599.0
96,-0.3576351383554515,0.3567923937320894,94.0,10.0,88.0,227.0,25.0,0.5814977973568282,0.022026431718061675,0.04,14873.0,1824.0,1.1022727272727273,1.75,65.51982378854626,72.96
97,0.37994831395266904,0.47918725177600324,130.0,10.0,126.0,297.0,21.0,0.5656565656565656,0.003367003367003367,0.047619047619047616,10507.0,522.0,1.0873015873015872,1.8333333333333333,35.377104377104374,24.857142857142858
98,0.5479015930135626,0.34240299619119285,15.0,2.0,15.0,32.0,1.0,0.6875,0.0,0.0,2844.0,127.0,1.0,1.5333333333333334,88.875,127.0
99,0.5,0.0010000000000000009,6.0,1.0,6.0,6.0,0.0,1.0,0.16666666666666666,0.0,49.0,0.0,1.0,1.0,8.166666666666666,0.0
100,0.16255304694320621,0.5303447842981457,30.0,1.0,30.0,77.0,11.0,0.5064935064935064,0.012987012987012988,0.09090909090909091,1483.0,161.0,1.0,2.3666666666666667,19.25974025974026,14.636363636363637
101,0.36054304514945795,0.6226839465048131,2.0,1.0,2.0,12.0,9.0,0.5,0.0,0.4444444444444444,380.0,301.0,1.0,4.5,31.666666666666668,33.44444444444444
102,0.16651616460884056,0.5268620352236029,41.0,3.0,40.0,155.0,28.0,0.5096774193548387,0.17419354838709677,0.25,3045.0,778.0,1.075,2.525,19.64516129032258,27.785714285714285
103,-0.1825090659050314,0.5138915021579971,16.0,3.0,12.0,62.0,9.0,0.43548387096774194,0.06451612903225806,0.2222222222222222,2602.0,276.0,1.0,3.0,41.96774193548387,30.666666666666668
104,-0.19781939099253254,0.3826597867436894,73.0,8.0,71.0,160.0,46.0,0.58125,0.0,0.06521739130434782,9308.0,1822.0,1.0704225352112675,1.8309859154929577,58.175,39.608695652173914
105,0.3382302884216425,0.5749293242108909,196.0,17.0,112.0,819.0,346.0,0.5091575091575091,0.09035409035409035,0.38439306358381503,30229.0,6529.0,1.8125,3.5714285714285716,36.90964590964591,18.86994219653179
106,0.5,0.2500274592718437,4.0,1.0,4.0,4.0,0.0,0.75,0.0,0.0,1032.0,0.0,1.0,1.0,258.0,0.0
107,0.6102046351719045,0.7773667479709698,9.0,1.0,9.0,18.0,11.0,0.5,0.0,0.36363636363636365,712.0,158.0,1.0,3.2222222222222223,39.55555555555556,14.363636363636363
108,-0.4992771414486194,0.22277010524565458,253.0,13.0,222.0,409.0,20.0,0.7530562347188264,0.007334963325183374,0.15,27186.0,1024.0,1.1486486486486487,1.3468468468468469,66.46943765281173,51.2
109,-0.2735180087017808,0.29000987231528536,163.0,7.0,125.0,443.0,60.0,0.6884875846501128,0.004514672686230248,0.06666666666666667,16598.0,2297.0,1.352,1.768,37.46726862302483,38.28333333333333
110,0.3828729108018577,0.6086841092695431,134.0,10.0,111.0,428.0,243.0,0.4976635514018692,0.03271028037383177,0.4732510288065844,11702.0,3167.0,1.2342342342342343,3.18018018018018,27.3411214953271,13.03292181069959
111,0.0018862817273779932,0.5131972106786262,25.0,5.0,18.0,78.0,14.0,0.48717948717948717,0.01282051282051282,0.0,5826.0,700.0,1.4444444444444444,2.7222222222222223,74.6923076923077,50.0
112,21.4022553419073,0.16000003167450044,21.0,1.0,21.0,28.0,0.0,0.8571428571428571,0.03571428571428571,0.0,1798.0,0.0,1.0476190476190477,1.0952380952380953,64.21428571428571,0.0
113,-0.3413634776926646,0.2798202509071851,3.0,1.0,2.0,10.0,1.0,0.7,0.0,0.0,156.0,14.0,1.0,2.0,15.6,14.0
114,-0.12109462214493029,0.34122789983986945,204.0,10.0,186.0,490.0,99.0,0.6448979591836734,0.012244897959183673,0.1717171717171717,17319.0,3049.0,1.118279569892473,1.7634408602150538,35.344897959183676,30.7979797979798
115,-0.07620587199450787,0.228164278343713,61.0,6.0,57.0,100.0,1.0,0.77,0.01,0.0,10428.0,93.0,1.087719298245614,1.2280701754385965,104.28,93.0
116,-0.0700597323808938,0.39470308952207245,106.0,7.0,97.0,288.0,69.0,0.59375,0.027777777777777776,0.3333333333333333,9134.0,1463.0,1.134020618556701,2.11340206185567,31.71527777777778,21.202898550724637
117,0.3439365614415182,0.5444327965208124,30.0,3.0,30.0,125.0,30.0,0.52,0.048,0.1,5460.0,772.0,1.0666666666666667,2.6333333333333333,43.68,25.733333333333334
118,12.416306613447611,0.5000000416190253,3.0,1.0,3.0,7.0,3.0,0.5714285714285714,0.0,0.0,680.0,383.0,1.0,1.6666666666666667,97.14285714285714,127.66666666666667
119,0.21761720065121085,0.3164169987577124,148.0,10.0,124.0,406.0,83.0,0.6970443349753694,0.007389162561576354,0.18072289156626506,14148.0,2132.0,1.2338709677419355,1.846774193548387,34.847290640394085,25.686746987951807
120,0.10398343950593207,0.4407654970317066,82.0,5.0,78.0,198.0,180.0,0.5909090909090909,0.015151515151515152,0.46111111111111114,5531.0,1935.0,1.1025641025641026,3.6153846153846154,27.934343434343436,10.75
121,-0.6263308657001306,0.2751871683676861,12.0,1.0,10.0,26.0,4.0,0.6923076923076923,0.0,0.0,1170.0,92.0,1.1,1.5,45.0,23.0
122,-0.03873311328693561,0.4409389066409946,106.0,9.0,104.0,254.0,57.0,0.5511811023622047,0.003937007874015748,0.0,8929.0,1661.0,1.0,2.076923076923077,35.153543307086615,29.140350877192983
123,-0.8316147265557926,0.13166630123316816,17.0,2.0,17.0,33.0,3.0,0.8484848484848485,0.0,0.0,3465.0,76.0,1.1764705882352942,1.2352941176470589,105.0,25.333333333333332
124,0.5,0.07142442737901573,11.0,2.0,10.0,14.0,1.0,0.9285714285714286,0.0,0.0,374.0,40.0,1.2,1.0,26.714285714285715,40.0
125,0.23026386423062584,0.5737017971355184,54.0,4.0,47.0,166.0,102.0,0.5,0.030120481927710843,0.24509803921568626,4496.0,1923.0,1.127659574468085,2.702127659574468,27.08433734939759,18.852941176470587
126,-0.04335557347867908,0.7049004899909339,8.0,2.0,8.0,69.0,33.0,0.2608695652173913,0.043478260869565216,0.24242424242424243,3237.0,525.0,1.0,8.375,46.91304347826087,15.909090909090908
127,0.5081042049110932,0.5502818597056341,150.0,8.0,141.0,359.0,219.0,0.5571030640668524,0.036211699164345405,0.3470319634703196,11009.0,3677.0,1.0851063829787233,3.106382978723404,30.66573816155989,16.789954337899545
128,0.024531616065182428,0.48140797732998464,10.0,1.0,10.0,19.0,7.0,0.5263157894736842,0.0,0.0,523.0,132.0,1.0,2.6,27.526315789473685,18.857142857142858
129,-0.19818132095477148,0.44368082639090767,207.0,13.0,145.0,799.0,140.0,0.5006257822277848,0.02127659574468085,0.19285714285714287,28445.0,2778.0,1.4689655172413794,2.8689655172413793,35.60075093867334,19.84285714285714
130,0.9507775469794745,0.8679080449730932,3.0,1.0,3.0,20.0,11.0,0.4,0.05,0.36363636363636365,1462.0,341.0,1.0,4.0,73.1,31.0
131,0.0604378953959955,0.4610595387111701,8.0,1.0,8.0,29.0,11.0,0.5517241379310345,0.0,0.09090909090909091,1195.0,348.0,1.125,2.75,41.206896551724135,31.636363636363637
132,0.028246902344096825,0.4870972533666673,172.0,14.0,141.0,480.0,102.0,0.51875,0.025,0.21568627450980393,20389.0,2631.0,1.2411347517730495,2.5106382978723403,42.47708333333333,25.794117647058822
133,0.5305504270648912,0.6270104618238537,123.0,8.0,111.0,479.0,290.0,0.5135699373695198,0.2150313152400835,0.6517241379310345,8356.0,2256.0,1.1441441441441442,3.234234234234234,17.444676409185803,7.779310344827586
134,0.165694548659943,0.5206313317633796,90.0,10.0,81.0,275.0,158.0,0.52,0.0,0.0379746835443038,13495.0,4574.0,1.1111111111111112,3.3209876543209877,49.07272727272727,28.949367088607595
135,-0.10047782082902482,0.24435619808537196,1052.0,35.0,437.0,1916.0,369.0,0.75,0.049060542797494784,0.48509485094850946,69259.0,4059.0,2.4919908466819223,2.0205949656750573,36.147703549060545,11.0
136,0.6595180024677125,0.3411677178396913,199.0,14.0,151.0,567.0,692.0,0.7566137566137566,0.031746031746031744,0.6604046242774566,16145.0,6722.0,1.3443708609271523,2.8675496688741724,28.474426807760143,9.713872832369942
137,0.18235977676543375,0.38856026912729213,212.0,12.0,157.0,435.0,43.0,0.6275862068965518,0.034482758620689655,0.37209302325581395,18633.0,1114.0,1.356687898089172,1.7197452229299364,42.83448275862069,25.906976744186046
138,0.35443394118160193,0.4939178561992625,102.0,9.0,82.0,286.0,136.0,0.5699300699300699,0.03146853146853147,0.25,12789.0,2661.0,1.2439024390243902,2.8048780487804876,44.71678321678322,19.566176470588236
